courier_id,weekly_hours,deliveries_per_week,weekly_income,income_variability,stress_level,work_life_balance,job_satisfaction,experience_years,city,burnout_score,burnout_risk
48,55.57122226218915,79.44912839989324,531.4529095361733,0.3263234536744697,4,7,1,1,Barcelona,17.434601215401443,Low
49,48.43618289568462,108.04653761985631,568.6312901007171,0.47014196283964715,9,6,8,0,Paris,28.232274497101855,Low
50,27.36959844637266,75.33302594216387,565.0621414022803,0.11017636045297574,8,2,1,3,Paris,22.312643138441555,Low
51,48.24083969394795,98.22659112505912,234.21549766303343,0.38327837518901464,5,7,9,3,Paris,17.80503566007453,Low
52,41.149177195836835,88.7791366906771,595.5305237593104,0.23213107574662173,3,8,4,0,Berlin,8.666063916217269,Low
53,38.23077999694041,88.54150579881566,399.34777315063195,0.17209346072738446,1,7,9,0,Berlin,4.690168606355968,Low
54,51.11676288840868,73.21712554829256,335.62412554940636,0.30415824900803956,5,4,8,4,Berlin,22.376611356603,Low
55,55.30999522495951,49.58547989660726,334.33222582175057,0.30202551367199837,5,4,9,1,Paris,23.613253704207835,Low
56,54.31280119116199,51.96174631437431,565.0312415708794,0.15480441147537138,4,5,6,3,Paris,18.34188447210231,Low
57,36.607824767773614,97.73381286138293,466.61376091627204,0.18075842245315596,8,9,9,4,Amsterdam,15.289931654863643,Low
58,41.907876241487855,80.48645638797208,247.70468240218838,0.26326586596062196,3,5,4,3,Berlin,13.705021532052575,Low
59,48.31263431403564,76.53719388481939,571.7056722788425,0.2635245649569261,9,2,3,0,Paris,32.129035943779954,Low
60,54.75545127122359,69.40274894194118,284.0587803801759,0.2270232558478739,3,5,3,4,Paris,17.196867939845816,Low
61,40.2082576215471,72.37027886298121,520.9732037777317,0.15941806060399238,4,3,8,4,Amsterdam,17.156657892504054,Low
62,43.14341023336183,106.17279486220349,535.7748388509581,0.10174947164039182,6,8,2,4,Amsterdam,13.960517786412469,Low
63,33.93665025993972,71.61889795329932,632.8365622542567,0.48809402497120824,9,2,6,1,Paris,30.061935327694,Low
64,33.037933759193294,46.473382167460784,767.2527179700278,0.47739969188157083,2,4,9,4,Berlin,12.685377046573697,Low
65,53.125258223941984,98.59129438850434,295.2985511149187,0.2934601516704541,2,5,9,3,Barcelona,15.372178983887133,Low
66,58.56240028570823,74.87808340338206,492.1289215905426,0.4980207013100023,2,4,8,1,Barcelona,20.54892709881249,Low
67,44.27989878419666,80.78489663831941,458.5497057433674,0.36946173231289736,5,5,8,3,Barcelona,19.47858695838797,Low
68,55.03532897892024,120.18945765998777,565.0624528941444,0.12754301504301663,6,4,1,4,Berlin,23.78602884410624,Low
69,48.61636025047634,79.48598606623732,532.3503156400428,0.14708727963305096,3,3,7,4,Paris,17.555780871473413,Low
70,38.54880245394876,87.22959182796814,447.118063589507,0.4664443375478551,3,1,1,3,Barcelona,20.72908411166318,Low
71,48.61395605508414,50.52691271754187,433.8646717083717,0.3520208808598514,2,4,9,2,Barcelona,16.104395625123754,Low
72,60.38036566465969,74.50826369122599,332.5323717223929,0.43727345066294043,6,9,3,4,Berlin,20.986844206027314,Low
73,44.64173960890049,95.23815113021503,648.1792373609763,0.4593078598535377,1,1,1,4,Paris,18.485600481205523,Low
74,60.64643655814006,41.11565665396894,568.8806272399294,0.27917680451295446,9,7,8,1,Paris,28.48569901257156,Low
75,20.0,85.02112732789274,637.6652296692706,0.11941038063067722,4,3,7,3,Berlin,10.694103806306773,Low
76,53.21902504375224,82.51977681612016,453.44057952867297,0.17531213955892883,2,8,2,4,Barcelona,9.71882890871496,Low
77,45.870470682381715,81.03218638968599,401.47467969583545,0.12662877892097404,6,6,7,3,Paris,18.027428993924254,Low
78,42.009926495341325,105.92897246645609,338.2527400056158,0.17549593827940294,5,1,5,1,Paris,22.85793733139643,Low
79,45.91760776535502,88.36096287121303,553.837637561099,0.2642131705823507,3,5,7,3,Barcelona,14.917414035430012,Low
80,25.124310853991073,116.9517974589111,344.0310163207648,0.1472787242059942,3,8,7,3,Berlin,3.0100804982572633,Low
81,42.80328112162488,55.16026211014909,777.2994603449825,0.16669329912213732,5,3,2,1,Barcelona,20.007917327708835,Low
82,48.57112571511746,83.3981141804587,303.85361283598394,0.27832871282867166,4,4,2,4,Amsterdam,19.354624842821956,Low
83,59.77894044741516,82.11166965974869,541.0490178818753,0.23606838015539583,5,7,7,3,Paris,19.794365935778504,Low
84,39.81729781726352,53.268637656123,735.028206082068,0.2870632496752164,2,6,3,2,Berlin,9.81582184193122,Low
85,36.91506397106812,103.90737505228365,589.8634638895713,0.27166881110362484,1,7,4,4,Barcelona,5.291207302356684,Low
86,39.982429564154636,138.11683264632046,526.3510568737669,0.3577912103919534,5,9,7,1,Barcelona,12.072640973165925,Low
87,54.15402117702074,79.57484813790423,354.72745295571565,0.47487581955034186,1,9,2,0,Berlin,9.494964548609639,Low
88,48.287511096596845,92.62552720684417,292.7346217148444,0.143145735377697,3,2,2,2,Paris,18.917710682756024,Low
89,39.70239796232961,82.11296189538318,615.5075163376379,0.13970405972367797,8,3,9,4,Berlin,24.80775998593566,Low
90,50.13267433113356,62.1603832523206,725.922086116242,0.44112244443636084,8,4,1,1,Amsterdam,29.451026743703675,Low
91,45.9707754934804,34.48099305494959,434.17250142827424,0.30255868186098367,9,6,3,2,Berlin,25.81681946665396,Low
92,54.68644990532889,62.35566292261587,329.14077385754734,0.40656200942737686,1,5,4,4,Amsterdam,14.971555065872437,Low
93,37.979469061226474,45.201040476206714,200.0,0.18616876144291258,4,6,5,0,Paris,12.255528332797066,Low
94,41.723378534022316,122.60255195147795,352.88527345061937,0.43154502926702076,6,8,3,4,Barcelona,16.8324638528769,Low
95,41.078918468678424,77.12225765191903,482.951473625144,0.46953864967707837,7,2,9,0,Amsterdam,28.019062037374308,Low
96,30.364850518678814,71.35201677382074,739.8684861255101,0.3541932062185953,5,6,5,0,Amsterdam,13.651387217789598,Low
97,47.96120277064576,102.22884561969515,600.9700538349452,0.1423516085895209,7,9,7,3,Berlin,16.311876917088938,Low
98,47.610552721798896,51.9562224286028,545.7628107060129,0.4581179256625355,8,5,7,1,Berlin,27.364345073165023,Low
99,45.05113456642461,60.82839904988619,439.98205080483035,0.41699509094802856,6,1,9,3,Barcelona,28.185291279407664,Low
100,42.65412866624853,81.70180673121553,412.52514241160657,0.400351110605796,4,8,2,0,Paris,12.79974970593252,Low
101,30.84629257949586,105.71922478558702,710.8471396261946,0.11469127556236623,1,4,3,1,Amsterdam,6.40080052947242,Low
102,40.79354677234641,92.54212612921971,530.1107811137584,0.4195850101027885,5,8,4,1,Barcelona,14.433914132731806,Low
103,41.572854834732304,86.20812856289706,200.0,0.1551804041873428,4,4,8,1,Amsterdam,16.02366049229312,Low
104,36.97722730778381,81.95294338090041,398.9690528154136,0.18895447047875535,5,8,1,2,Barcelona,10.982712897122695,Low
105,43.387142883339905,90.00589638816938,371.26759523425596,0.330853933947703,4,9,9,4,Berlin,10.824682204479,Low
106,49.040508568145384,85.04132262823137,418.06039862338025,0.20599230916675323,9,5,5,0,Berlin,27.272075662111146,Low
107,63.8618590121053,54.25069313057661,584.4365990427627,0.36453928252476786,3,5,4,1,Paris,21.30395052887927,Low
108,46.74577812831839,81.15198054082879,483.8832677308626,0.34322817907963266,3,2,8,2,Berlin,20.456015229291847,Low
109,47.57550390722764,53.15778352705618,488.4701889494507,0.14325983920530505,7,9,9,2,Barcelona,16.205249564221344,Low
110,44.25554084233833,82.02706357252059,697.0209741987856,0.3624058318366026,2,4,3,0,Amsterdam,14.900720571067524,Low
111,25.812287847009586,67.98380146279396,395.5308365319967,0.469581963929972,9,3,4,3,Barcelona,25.939505993402598,Low
112,44.73486124550783,143.48454056957155,779.6299288831024,0.16444396207433326,8,2,1,2,Paris,28.06489799439568,Low
113,45.60230209941027,79.0026404062072,399.3038612943371,0.338824808377155,6,3,3,0,Berlin,24.56893871359463,Low
114,69.63242112485287,44.89401084346028,513.3797294918857,0.23674614877467764,9,4,5,2,Berlin,35.25718782520263,Low
115,43.076390352188774,76.64549473307689,457.81946068958496,0.2838446687094416,3,9,8,0,Amsterdam,8.261363792751046,Low
116,48.015473423336125,92.9839686409472,518.5128700251441,0.21480007163158799,4,6,1,1,Paris,15.552642743316717,Low
117,44.65288230294757,121.83409865381309,566.6887992609693,0.24165225453907813,7,5,1,3,Paris,22.31238723627505,Low
118,33.31321962380468,65.26369000153204,565.0752860133315,0.11156472930662292,1,9,3,2,Berlin,-0.39038681979236767,Low
119,56.42822814515021,40.439300649409,387.032400406913,0.4926206951668882,1,8,9,2,Paris,11.854675395213942,Low
120,52.519330326867745,100.42092528577453,331.5627983828644,0.3499199688290993,1,6,9,2,Barcelona,12.254998786351315,Low
121,52.910319470430466,45.48503235250872,875.4757686358566,0.3002822361975541,8,3,1,4,Paris,30.375918203104682,Low
122,35.906125452052606,69.09611396231287,427.402349059917,0.2534861398001307,6,7,4,4,Barcelona,14.80669903361709,Low
123,59.02794310936099,73.55948786222515,604.881865800798,0.31574982352961106,3,6,8,1,Barcelona,17.865881168104405,Low
124,30.981489372077192,78.25916366749729,258.85380342152047,0.25204239948632157,7,8,2,2,Barcelona,13.814870806486372,Low
125,50.868570938002705,97.2291114268584,458.0580920142985,0.24396317099746934,6,6,4,3,Berlin,20.700202991375505,Low
126,66.90455625809979,62.909142942840305,480.92009240263354,0.28557861668880524,5,4,7,4,Barcelona,26.927153044317986,Low
127,35.09463674869312,73.15676869583098,570.9222604891748,0.21039321346847634,3,7,7,0,Amsterdam,8.132323159292698,Low
128,39.33702270397228,79.64324117626529,200.0,0.17201995998671418,4,7,5,0,Paris,11.021306411058825,Low
129,45.99651365087641,83.7399489379697,524.9210919617497,0.3226423592721174,1,8,7,0,Barcelona,7.025377687984097,Low
130,39.96524345883801,82.44567936769806,327.53878169481607,0.43710617446012046,9,2,6,1,Amsterdam,31.36063478225261,Low
131,29.493365689338674,90.9001443805645,548.6518566792386,0.16113127109035694,5,6,2,2,Berlin,11.45932241770517,Low
132,45.68562974806027,101.09598774104343,344.55062047427555,0.11309373624168746,2,3,9,2,Berlin,14.336626286834958,Low
133,34.37696286273895,89.8158528912742,371.6775956111628,0.19872469806161447,9,8,5,4,Berlin,18.30033583943783,Low
134,49.73592430635182,91.33963808773046,458.95585844100975,0.4918882573815243,7,4,2,0,Berlin,27.839659865720787,Low
135,35.80575765766197,40.44442083133806,342.1505795595207,0.43150322949733577,8,4,6,1,Paris,25.056759592271945,Low
136,60.499344050175395,81.25569247914201,428.6698329896968,0.33834642141143867,3,2,5,3,Berlin,24.533267429167005,Low
137,37.16746707663763,91.98768870004021,320.9936347185027,0.4716995660972544,7,6,2,2,Paris,20.86723578396383,Low
138,41.77938483794324,98.22352986426125,225.0244322451909,0.27811164673489785,1,6,7,2,Amsterdam,8.31493191873195,Low
139,53.135172173696695,62.69123064415514,652.6935578644039,0.49331224103006954,6,1,2,1,Berlin,31.373674062409705,Low
140,32.69135683566045,63.524018127783876,305.5926960764108,0.21852081804771362,6,8,7,4,Berlin,11.992615231175272,Low
141,47.27459934604129,65.64748311791004,473.19786685880246,0.19612229980637563,6,3,6,1,Amsterdam,23.643602801876145,Low
142,58.07142754282428,93.41034749728358,612.9336622240677,0.35521928045880447,3,1,4,4,Amsterdam,25.473621067435328,Low
143,28.925167654387725,105.84702637310522,407.75838462259355,0.25126158718014413,6,1,4,2,Paris,21.69016616811776,Low
144,46.84633858532304,69.81349731770996,376.2251150381693,0.35054621679050313,3,1,6,4,Barcelona,22.05936374350194,Low
145,47.598827942484235,102.69905784067622,533.9357133001132,0.22199820732107434,9,5,9,4,Paris,26.999630455956016,Low
146,52.8182287177731,83.08699522911485,667.6900734090727,0.34716730273519647,7,5,6,4,Barcelona,25.817141642683897,Low
147,32.63049289121918,76.89285557093909,324.60271023702967,0.21029850423401455,4,1,6,4,Paris,18.392132909705897,Low
148,31.795433869157236,74.71539425455077,477.47782519738416,0.12038882752755597,3,5,1,0,Barcelona,9.24251843602273,Low
149,50.21941565616898,98.66528411505394,240.1258107549009,0.46485436076927333,6,7,5,0,Berlin,21.214368304543424,Low
150,47.96984673233186,88.13944541967675,441.0198494476715,0.4532820807493849,9,5,1,0,Barcelona,29.423774827193405,Low
151,47.504928503458764,136.89563569119093,505.1307026807113,0.48831925970906875,3,9,9,0,Amsterdam,11.634671148128316,Low
152,48.46448209496975,58.6943839250669,371.8063037367401,0.3866108704885619,8,4,4,1,Amsterdam,28.405453333376542,Low
153,38.19975278421509,92.9525425507494,431.4512249262153,0.37308847109412124,6,9,2,3,Barcelona,13.69081054620574,Low
154,47.322536971610035,66.76997475471218,288.7659847538825,0.3236012280299323,4,8,9,4,Berlin,13.432773371782336,Low
155,47.93072473298681,58.26782532528391,511.561791707224,0.15037696654100907,5,1,6,1,Berlin,24.382987085306134,Low
156,37.85648581973632,79.7283215741257,658.3541373324724,0.17569412437970802,3,4,3,0,Barcelona,13.113886989717976,Low
157,63.65774511144757,83.43381198517591,335.4284195344304,0.21578787546901448,2,7,2,4,Barcelona,14.755202288124416,Low
158,49.73832920911788,150.0,406.5992350171426,0.4560625450293577,9,1,6,3,Amsterdam,35.98212421302894,Low
159,33.08696502797351,75.39635460791995,575.3819369681273,0.16918780984123005,3,8,6,4,Amsterdam,5.617967606804354,Low
160,51.5655360863383,51.74553176288291,681.8136078984104,0.46914926979515625,6,2,9,2,Paris,29.161153523853052,Low
161,35.253183297726785,86.82526793735964,276.0215281686603,0.3091142932205669,5,8,5,2,Berlin,11.667097921523704,Low
162,52.87084603742452,28.133999061340795,474.6822893876076,0.3862278541892289,8,4,9,1,Berlin,29.723532353119644,Low
163,56.58595579007404,77.70108043489336,542.4696233479287,0.1440977946722266,5,8,5,3,Berlin,16.41676468374448,Low
164,36.7931768164829,80.40063205737901,484.6915414056728,0.20761341951036438,8,1,2,1,Paris,27.614087240048516,Low
165,54.63376129244322,99.86500957363029,200.0,0.48340744327257057,5,5,1,4,Paris,23.72420282045867,Low
166,49.12780926936498,104.34055623569617,575.1635013963157,0.20645997877189257,6,9,9,3,Amsterdam,15.302942568528419,Low
167,53.2206015999449,67.41075952730706,727.9004526635966,0.21860868815645845,5,7,7,1,Amsterdam,17.652267361548056,Low
168,63.967929826539475,76.23464963425168,517.4992626754255,0.1790389539364318,2,3,3,4,Barcelona,20.48076848732616,Low
169,42.54611883997129,60.846979234733226,345.3340920058605,0.15162946612273182,6,4,6,0,Paris,20.280130313218702,Low
170,37.4626383564251,51.798436129807655,423.0309130453575,0.1933030565815992,7,7,4,4,Paris,16.671822072743524,Low
171,36.10485570374477,87.74736948451586,765.486960148339,0.3569307567803194,3,6,9,1,Paris,11.400764278926623,Low
172,36.841897150345616,48.16036128508502,636.4943811290838,0.2821470934014254,3,4,2,3,Berlin,13.874040079117936,Low
173,44.228982905858956,69.63432748570342,596.0039927576494,0.3215023345351594,7,3,4,3,Amsterdam,25.98371821710928,Low
174,48.41151974816644,55.12065100251907,553.4618875301564,0.14894593150640972,4,2,1,0,Barcelona,21.01291523951403,Low
175,47.766907993300194,93.7420796572565,400.82943317135414,0.4208465788651601,2,9,7,1,Paris,9.03853818664166,Low
176,53.27183249036024,125.0357524816622,469.9143229016347,0.41363788023193926,9,3,4,0,Paris,33.61792854942746,Low
177,45.13001891877907,47.46030042991672,488.3115896482226,0.10863596445707016,9,7,5,2,Paris,22.125365320204423,Low
178,59.53534077157317,33.67453792756077,582.4361474096665,0.25340603780412196,6,1,1,4,Berlin,30.89466260951317,Low
179,42.35343166762044,76.87782786624831,726.3378341400355,0.12750824078845913,2,8,2,2,Barcelona,5.981111908170723,Low
180,70.0,80.39244489894396,667.7507205189692,0.4168423117659833,3,1,4,2,Barcelona,29.668423117659835,Low
181,51.25667347765006,85.46648266893244,287.0923466305939,0.39490787325028176,5,2,2,0,Paris,26.326080775797834,Low
182,36.42842443583717,68.84198711914138,533.5992453351573,0.4607952377172625,5,1,1,0,Barcelona,24.036479707923775,Low
183,34.29107501938888,74.98401752936421,610.5145017751845,0.19456158358124587,9,4,1,4,Berlin,24.23293834162912,Low
184,49.824724152431855,89.18776026351506,592.8290495216953,0.28251835325111957,3,2,6,0,Paris,20.77260077824075,Low
185,42.76537214674149,106.01077231612098,405.6149354918871,0.17379515086575908,2,1,2,0,Amsterdam,17.06756315268004,Low
186,52.14000494092092,31.123780742042932,937.1163823652543,0.2484939737896478,8,1,3,0,Amsterdam,32.62694122017275,Low
187,49.73237624573545,70.77651402421344,308.43731565033215,0.3088973006267536,7,2,5,0,Barcelona,29.00868587998817,Low
188,44.271710873431275,85.34521984852658,337.52173300009247,0.12133231593543559,9,6,3,0,Amsterdam,23.494836421383738,Low
189,36.532062819315954,57.0505973847316,535.0392621892364,0.38594816427095413,3,2,6,2,Amsterdam,17.819100488504326,Low
190,29.851527753141355,123.2792407941825,817.5204582445781,0.3173173441484301,6,2,7,2,Paris,21.128631767426707,Low
191,40.53485047932979,64.11475299428157,374.5707723943744,0.43158360688426933,5,8,6,4,Berlin,14.476291212641627,Low
192,53.56398794323472,78.96768282481793,460.12574515295114,0.2087122004764789,5,5,2,3,Paris,20.656318387735205,Low
193,47.14093744130204,93.90055242105727,661.5940509523539,0.46132844210770185,8,8,9,4,Berlin,22.75556565346763,Low
194,32.542612212880115,65.21788027995264,497.32067676684,0.4994777012121774,1,8,2,1,Paris,4.7575606759858085,Low
195,46.73180925851182,33.83567380488957,449.80942182045567,0.4677193753510698,1,2,6,4,Amsterdam,17.696736531064246,Low
196,48.85317379728837,69.28363682708667,584.844935283008,0.4111569903332617,3,7,9,4,Paris,14.267522042519127,Low
197,36.16142563798867,105.73601389817601,540.877698534439,0.4249475211495123,2,9,9,0,Barcelona,5.597902902891724,Low
198,46.53725105945528,71.57762183037154,654.5658178455187,0.3294976970178346,2,8,2,0,Barcelona,9.256152288014931,Low
199,45.58208718446,58.83914246352553,693.7203333598045,0.17606154516504421,2,9,9,0,Berlin,5.935241606988442,Low
200,33.57029702169377,103.14180523756804,546.0504590008043,0.3708162740590869,4,8,8,3,Berlin,9.779251847099001,Low
201,48.577873603482836,71.73062759942368,543.7599088067464,0.3851012008239726,1,4,7,0,Berlin,14.424374089284575,Low
202,50.60784526368234,67.24597965874457,532.11664734292,0.49415405610716234,9,7,8,1,Barcelona,27.623894140176322,Low
203,55.830512431752766,83.73640224158274,573.3695834973931,0.3165205265025287,5,9,8,2,Paris,16.414358994551115,Low
204,55.53802052034903,99.26875524046969,508.27559568071956,0.20854760601002256,5,9,1,1,Amsterdam,15.246882216204932,Low
205,31.22330632042909,139.54283829331365,499.9087276516566,0.3734690086958027,9,4,9,3,Berlin,25.10168198308675,Low
206,35.62174960084877,100.68090269143558,679.4940681240863,0.4917503278665819,5,7,6,0,Paris,15.10402815892045,Low
207,50.1503526720866,108.9959991597086,727.4174270532565,0.1708855633076376,8,6,1,4,Paris,23.753961434702354,Low
208,50.13785950912209,67.35084502530361,273.86705830498687,0.23039916741424107,1,3,1,2,Barcelona,14.845349526879035,Low
209,50.150476863060476,54.35329735076309,501.50317276108535,0.3167523815090725,1,6,7,3,Barcelona,11.212666874008868,Low
210,70.0,81.55828374047807,396.6958349832148,0.16808585395280196,4,8,2,1,Amsterdam,18.68085853952802,Low
211,50.70890510693167,82.6792478814899,453.35428002708915,0.10888825580797534,8,2,6,0,Paris,29.30155409015925,Low
212,56.35565640180599,53.03718146588507,560.3774314602982,0.23479324897650025,3,3,5,3,Berlin,20.754629410306798,Low
213,54.54001763493203,75.61763675239968,600.4157557313703,0.4461483206004232,1,8,5,3,Barcelona,10.82348849648384,Low
214,51.51391251305798,89.98294004297827,483.18103345829826,0.11738735972948594,9,4,6,4,Paris,28.628047351212253,Low
215,41.84730755359654,89.009834875452,212.99894979157955,0.271571623606767,9,4,8,4,Barcelona,27.269908502146635,Low
216,52.589692204932675,92.60719633460681,355.2431629135731,0.40488030917043305,9,2,5,4,Paris,34.82571075318413,Low
217,37.27174785462428,87.27411825343607,634.4749505300249,0.4812730387643541,9,1,8,1,Barcelona,32.494254744030826,Low
218,42.63181393259991,67.32478351824861,200.0,0.4941901596017729,2,7,5,4,Berlin,11.231445775797702,Low
219,40.14636452170897,67.15248433377892,678.1140727523,0.2687877522434967,4,4,6,3,Amsterdam,16.73178687894766,Low
220,45.81874139386323,50.0262150501531,578.1844985966812,0.48015371775164706,2,6,8,3,Berlin,13.547159595675437,Low
221,68.14658566673509,124.61937597962736,697.4264122295033,0.1141675893123455,7,8,2,3,Barcelona,23.585651593143986,Low
222,26.32734807408252,80.33625911548232,470.2146219678559,0.39836677519942254,3,7,7,2,Barcelona,7.38187217421898,Low
223,51.86260190374514,74.3786736051287,200.0,0.3570984138534452,9,7,3,2,Barcelona,26.629764709657994,Low
224,28.872841288103483,56.780197963688536,564.5543962259746,0.19980874303446094,7,6,9,1,Berlin,15.659939816775653,Low
225,40.280681342105666,150.0,691.1979686057512,0.3029274002718596,8,4,7,4,Barcelona,25.113478405350293,Low
226,55.889505969673664,53.16679919442761,638.7082708270132,0.15182149510419826,9,4,3,3,Berlin,30.285066741944078,Low
227,45.64280019095463,69.27880185984816,400.5962774767947,0.4486388603806244,8,9,8,4,Barcelona,20.679228661092633,Low
228,34.22255222070694,90.39592090715152,513.014161319397,0.2431592342182592,7,5,2,3,Amsterdam,19.19835800839467,Low
229,37.84696290740032,95.00532414360694,420.0745596830114,0.35041778818628666,9,9,8,2,Amsterdam,19.358266754082962,Low
230,51.79597748934676,103.94830138039211,377.1100303715942,0.1635105145149049,1,9,7,3,Barcelona,5.673898391953076,Low
231,37.69633368282864,125.19021269423158,643.3082856769777,0.18246593785248286,4,4,5,1,Paris,15.133559483373418,Low
232,47.16458589581975,92.6539413865178,320.37015331022565,0.4967825483212608,4,2,4,0,Berlin,24.117201251958534,Low
233,45.45571839903814,53.59923000083331,365.92753541275806,0.4012345577765317,5,2,1,3,Barcelona,24.64906109747676,Low
234,38.483996523941826,73.57637187195546,334.3961549791422,0.48478874790962834,8,9,4,1,Berlin,18.893086436278832,Low
